"","kME_MM.turquoise","kME_MM.yellow","kME_MM.blue","kME_MM.brown","kME_MM.grey"
"Gene.564",0.287745572510643,-0.236595222224643,-0.457208900609574,-0.297135197033187,0.580680911519282
"Gene.565",0.127203624345679,-0.32873562182087,-0.398002388187065,-0.167252406857386,0.52607360555748
"Gene.566",0.801059842416052,0.383196041782734,-0.234975904102009,-0.262829357819514,0.315863128640227
"Gene.567",0.264189087043421,0.648795726069892,0.474098558425049,0.53478943365452,-0.435837967598094
"Gene.568",0.81896211787907,0.416440010382856,-0.212219237727781,-0.235778298312546,0.335871690386199
"Gene.569",0.323659593998001,-0.0499321673358826,-0.286978403634093,-0.222181544647588,0.453401067977191
"Gene.570",0.104952406736475,0.504085096833024,0.446510808167085,0.129773357770826,-0.389859181372497
"Gene.571",0.675006821089921,0.286005513571722,-0.22920627954085,-0.342897181246787,0.299920512184052
"Gene.572",0.716845988397908,0.359281629798913,-0.165346244123666,-0.230808007847732,0.341029243410069
"Gene.573",0.272881695289269,-0.307507880913195,-0.494556136120049,-0.294256771133379,0.642876437559031
"Gene.574",0.571062739832658,0.18885313353422,-0.26293078760045,-0.321313947391222,0.349017267634139
"Gene.575",0.50498961662603,0.760455441926178,0.389968342532863,0.342002777820731,-0.341128793906141
"Gene.576",0.308022830016516,-0.073609439779505,-0.311224632680025,-0.268855439961699,0.386743626836519
"Gene.577",0.169242128127939,-0.072237247240583,-0.206237098787995,0.0420051453418485,0.214121995555174
"Gene.578",0.794976794942742,0.303371977459883,-0.278359189701997,-0.325044977731392,0.474341285040827
"Gene.579",-0.13236941706366,0.205070017519472,0.39003872871642,0.356743162624031,-0.301669269521997
"Gene.580",0.713369454920456,0.336144273854463,-0.220087018855141,-0.275203982159554,0.311339258464464
"Gene.581",0.138064419641325,-0.198773812709817,-0.259916784672475,-0.167149093925737,0.374892497423324
"Gene.582",0.337301303005775,-0.00470702041130274,-0.287930059636886,-0.258423272573578,0.290320041370726
"Gene.583",0.769910739789922,0.489551834446522,-0.104780002244977,-0.161552355201793,0.192928940778598
"Gene.584",0.878042245834046,0.535098071404146,-0.141501812553392,-0.25288865225942,0.264976892136709
"Gene.585",0.816667892096157,0.43301341556014,-0.198599997804438,-0.262543760855324,0.292077897250986
"Gene.586",0.64668331084378,0.223008561791247,-0.260451148355723,-0.141998529193822,0.384139688427469
"Gene.587",0.830078186671124,0.522516462575908,-0.110853174830152,-0.142148712072013,0.236978868637867
"Gene.588",-0.103569695374143,0.234941556316763,0.304752968859175,-0.00439380158794271,-0.341187736291378
"Gene.589",0.627900189498709,0.146680039960583,-0.293599614606168,-0.224905475934494,0.477427249467338
"Gene.590",0.744541246277809,0.406634936590241,-0.164766863078819,-0.188991878914066,0.272028421109782
"Gene.591",-0.04352069192877,-0.349505359782049,-0.314619654500938,-0.111795019566897,0.364201106717241
"Gene.592",0.534014745143646,0.0227878023807982,-0.348899397501765,-0.270254160170934,0.556159729003169
"Gene.593",0.0622005180877988,0.48992514325809,0.465758457880279,0.215889449134286,-0.40780123414989
"Gene.594",0.688803097487212,0.326610318220526,-0.193977946178472,-0.199880472396324,0.294299619659472
"Gene.595",0.57802566032629,0.225937968834826,-0.235398114843921,-0.416974713315968,0.276104982852982
"Gene.596",0.697403994793137,0.315227239350717,-0.237606664005718,-0.345105505571961,0.289461559574894
"Gene.597",0.714045202598998,0.390893245560294,-0.161061206176251,-0.166765516844766,0.249053804021104
"Gene.598",-0.245403650147385,0.160561098982143,0.392269617244208,0.452246049743218,-0.342742208057106
"Gene.599",0.7380674632968,0.407194219622661,-0.170269031360883,-0.287829778374954,0.234920961738653
"Gene.600",0.0366402990674789,0.365686981779654,0.383272673467782,0.274130558815185,-0.231862004939225
"Gene.601",0.523208853018359,0.0675457068780769,-0.337346365296923,-0.267981093426622,0.492121194254137
"Gene.602",0.831526003177695,0.448216311439687,-0.193540795793672,-0.27148917864639,0.291803989626436
"Gene.603",-0.319652318588394,0.0387551712194832,0.358821650743841,0.337192314990676,-0.241165311024561
"Gene.604",0.729074972853155,0.371532827373832,-0.221425889975656,-0.430459682584849,0.282676045598048
"Gene.605",0.157989490629264,-0.276115544875229,-0.416655643766126,-0.24943750407286,0.471501744082549
"Gene.606",0.0808955742908276,0.364934210054034,0.359601289490604,0.614694268323398,-0.294614198732937
"Gene.607",0.113633810951776,-0.406227620018866,-0.493572541485175,-0.391201231586161,0.600898524330459
"Gene.608",0.549973873985387,0.156346953139091,-0.257176610020893,-0.335249655507914,0.38602480610689
"Gene.609",0.739482508093726,0.272587384376047,-0.278073894774314,-0.306160665121609,0.455639352015225
"Gene.610",0.618668117366749,0.146004701347465,-0.338641739969128,-0.375786691345607,0.419648977844926
"Gene.611",0.798289594029649,0.428343303194122,-0.199464191892694,-0.324682464234039,0.306393837559963
"Gene.612",0.89360184043514,0.544499979437501,-0.14880436794437,-0.275484480207765,0.288876063285775
"Gene.613",0.746793614188882,0.451262693420419,-0.121402649637494,-0.109051286714877,0.231062332337294
"Gene.614",0.624998821947822,0.100139130766191,-0.356071168430343,-0.289147314896718,0.539424269252513
"Gene.615",0.347019256825556,-0.123951711177957,-0.408345175823785,-0.461711159671549,0.423880960118831
"Gene.616",0.0609687295844772,-0.424375244910205,-0.427155785294264,-0.064129159507247,0.584605056448353
"Gene.617",0.720939498690424,0.248487705853832,-0.279040929961743,-0.356073565730089,0.443577102572373
"Gene.618",0.0129178781980579,0.296731523458785,0.251747474839899,-0.113405345703904,-0.362673647246989
"Gene.619",0.135462914599526,-0.0846295963594114,-0.146579684750887,-0.0742995791361495,0.28565624582441
"Gene.620",0.627880544707911,0.322036631900812,-0.170754844136987,-0.233232206283134,0.252942107990012
"Gene.621",0.393457939733049,-0.111458607417831,-0.38398729036696,-0.163365134499466,0.530009905483606
"Gene.622",0.435321325998283,0.0267630414090256,-0.309325102796734,-0.311425698589505,0.425323066325393
"Gene.623",0.624773791404455,0.318042640502708,-0.15021987992775,-0.09211109922179,0.301392414805923
"Gene.624",0.0248591642041444,-0.328516602030986,-0.336622841546552,-0.330381762076102,0.435578902303155
"Gene.625",0.633619397558924,0.308747294758775,-0.220128957726392,-0.419823061778951,0.267079895138674
"Gene.626",0.669450906354973,0.315801034849111,-0.179825078328682,-0.202274237764326,0.289106547842226
"Gene.627",0.526368412436532,0.198163717736962,-0.201970329491884,-0.192251004294229,0.356695786954536
"Gene.628",-0.194931609482809,0.214289784653505,0.446843828261911,0.480320996930822,-0.365825436049392
"Gene.629",0.295259737740125,0.675991867729553,0.494331008126618,0.414456641528534,-0.350551463405882
"Gene.630",0.754129997337524,0.320568330785912,-0.244677276002261,-0.279938325789756,0.385317702513957
"Gene.631",0.565036143662534,0.193065299641348,-0.278799172137413,-0.371676035416234,0.316685830331962
"Gene.632",-0.465556841105028,-0.0721085935398691,0.373341623713003,0.391212771860556,-0.296753068551856
"Gene.633",0.581472910261273,0.198516353962153,-0.252455091462389,-0.204767850124758,0.37621900706688
"Gene.634",0.925983396573019,0.533586941198496,-0.190125498191589,-0.262602102397166,0.307217720025686
"Gene.635",-0.125706856333267,-0.472565692868494,-0.365242739038482,-0.0289107879314934,0.456857250086548
"Gene.636",0.851515526349328,0.465329082716782,-0.186130564422451,-0.236179194691331,0.363018394307504
"Gene.637",0.00655557219134884,-0.305712402007505,-0.303160113261582,0.0951751873009154,0.304187029182188
"Gene.638",0.599588808770792,0.895240643906004,0.47726543366303,0.200374677403942,-0.2830043848264
"Gene.639",0.519183199468552,0.165313943094731,-0.256777388174075,-0.239108521225575,0.332063173831315
"Gene.640",0.246055968231633,0.536577960208866,0.397436593584992,0.212547496052415,-0.286660203269727
"Gene.641",0.593651886045709,0.164151344999787,-0.324487195459528,-0.457847238855204,0.369737856869345
"Gene.642",0.829001083712953,0.512753857765581,-0.14064059756402,-0.317342610159269,0.230334421012143
"Gene.643",0.886942335391776,0.550505052192501,-0.14467916707744,-0.293765149053118,0.260365243931972
"Gene.644",0.392975388522537,-0.00156133962568496,-0.357762596595031,-0.521924576879747,0.329667101034809
"Gene.645",0.761453821728517,0.399706491640996,-0.157544275327579,-0.239943080258229,0.332015952552243
"Gene.646",0.820350988556421,0.343012207271476,-0.258895021595463,-0.242244759289649,0.434419797937806
"Gene.647",0.617974068208922,0.242209313414346,-0.205146884233779,-0.237928671032514,0.371643014014029
"Gene.648",0.697954687463636,0.303598086010977,-0.224509066529603,-0.282161622921168,0.356620441807044
"Gene.649",0.83595590699886,0.426979137033867,-0.212199339646965,-0.315310911277881,0.372880874517054
"Gene.650",0.155471164836924,0.534635430798371,0.51141023120525,0.401630673514301,-0.377195672751161
"Gene.651",0.244330964029685,-0.0162082660940112,-0.266920259587309,-0.433066541104233,0.22328119794641
"Gene.652",0.560403259038099,0.273416267787673,-0.192466700334294,-0.401335936596261,0.228609005675321
"Gene.653",0.684529061865723,0.266443963574425,-0.269239888547645,-0.290125765089403,0.400952830608645
"Gene.654",0.864814269348124,0.560905117091593,-0.125982874434078,-0.304203889288957,0.163349266668811
"Gene.655",0.0137575788688278,-0.293145878637854,-0.281286296669026,0.0313835078865896,0.275280404225477
"Gene.656",0.374922447888662,-0.00791930855241797,-0.322527890514757,-0.278145884470557,0.274060798065443
"Gene.657",-0.143189664011029,0.179303511775714,0.376603507216648,0.546141201189383,-0.31486184842514
"Gene.658",1.32154110951218e-05,-0.499022503830632,-0.465976867456688,-0.243319362859397,0.574764680019011
"Gene.659",0.587337927850235,0.227793651910379,-0.230045926478677,-0.280827136653894,0.322584268826921
"Gene.660",-0.388829463734101,-0.0106260796505258,0.338197858077091,0.679164238731204,-0.352402131146906
"Gene.661",0.910055569816784,0.54047068617372,-0.166823096306064,-0.280449077569657,0.271032385506057
"Gene.662",0.317210114412294,0.707300791240729,0.518061927335546,0.329207889307761,-0.363794919182431
"Gene.663",-0.0981810177128471,0.181991390289885,0.304280707076605,0.422452791634491,-0.308855471531272
"Gene.664",0.574495764672624,0.040505362693719,-0.379135717853044,-0.392575475542297,0.526976620734557
"Gene.665",0.28903239263751,0.0305197891906403,-0.169512911791627,-0.200521756377746,0.333401902868108
"Gene.666",0.516676964974574,0.0835740221240205,-0.354482981087466,-0.302030686648676,0.383103026176572
"Gene.667",0.426934814504697,-0.0523611123024176,-0.3636703799774,-0.181718776265587,0.497226224828522
"Gene.668",0.0397403819386841,0.358061632127456,0.371494122689771,0.239615821271496,-0.354113661254732
"Gene.669",0.35969166566301,0.625486871429398,0.319577430958097,0.0460106101433028,-0.329619140034102
"Gene.670",0.805852658903436,0.311931754421359,-0.2836984935875,-0.259666600353954,0.477192394174769
"Gene.671",0.349628862147712,-0.198504098461932,-0.435323527455445,-0.212928124998866,0.59429359892202
"Gene.672",0.701915516685579,0.248202346023289,-0.261684491108657,-0.196899130781974,0.459860762124351
"Gene.673",0.455541015413174,-0.0311026956725408,-0.322103703737827,-0.268723771686976,0.511799996363904
"Gene.674",0.200601998017105,-0.282486080407976,-0.446023365390649,-0.370737570909425,0.530387646893027
"Gene.675",0.827883710249111,0.437258297519638,-0.188719322954137,-0.161837677719419,0.30449435941894
"Gene.676",0.260307911686819,0.652280329742094,0.482985286079532,0.217943627634521,-0.426839470604865
"Gene.677",0.67209441337491,0.392888952411573,-0.147212862829154,-0.288852125747815,0.151454912583766
"Gene.678",0.681694209103202,0.233061142486352,-0.294720790769239,-0.44173206942357,0.406006836882401
"Gene.679",-0.051027071720839,-0.396875315330079,-0.380509137275036,-0.275676932131858,0.385324577421438
"Gene.680",0.720426497045828,0.263353106938918,-0.266836897093515,-0.406420295578714,0.41749141066528
"Gene.681",0.430879350104686,0.0958392307947593,-0.232113076325567,-0.22120763009312,0.322850425327598
"Gene.682",0.220097485836521,-0.287538829220007,-0.431778834665474,-0.340751742784988,0.547883380911478
"Gene.683",0.0278734733533866,0.318354808287598,0.341371451347816,0.138503790317392,-0.272733902037749
"Gene.684",0.514998811897225,0.0942952770624814,-0.321771183911237,-0.31748618134816,0.426885359331394
"Gene.685",-0.0574877150975523,-0.363605472088416,-0.337129136840798,-0.188567435918298,0.3651770957674
"Gene.686",0.290647108372992,-0.133674113878139,-0.355840526892404,-0.301151724570569,0.399633103792392
"Gene.687",0.879414439080094,0.512696377622552,-0.174996133062339,-0.312841322880803,0.282344970992295
"Gene.688",0.449509162326165,0.0294664343575769,-0.299521839865913,-0.25360664506979,0.42763723012871
"Gene.689",0.846233602869824,0.40967653335293,-0.218523610585193,-0.217303754174621,0.403035752939754
"Gene.690",0.141242697393751,-0.233070149683553,-0.317777261912939,-0.0546805891500165,0.365639267326593
"Gene.691",-0.190810285299648,0.272822794577468,0.440471434018824,0.320850489775699,-0.400382232645761
"Gene.692",0.00463508354385453,0.414203156190828,0.476499628245554,0.334089064896455,-0.351247918884606
"Gene.693",0.79361669671178,0.45976224294568,-0.174358067512601,-0.269851608455154,0.238162308565825
"Gene.694",0.921256471809916,0.486638475191227,-0.220465853999373,-0.278192327422348,0.377083633506193
"Gene.695",0.81597585452351,0.377704491279263,-0.262516045869891,-0.353773621831745,0.346134386174437
"Gene.696",0.194893220991918,-0.0955838869287575,-0.312500702979683,-0.416911986180378,0.193581716364896
"Gene.697",0.386134679380915,0.0714930306528073,-0.243951126678344,-0.139358074316091,0.308293484688163
"Gene.698",0.386343517229606,-0.0969148389047657,-0.371740449543938,-0.384871520901376,0.493316113313801
"Gene.699",0.587504397317139,0.242117049648729,-0.217381034589375,-0.279811500837185,0.288881600286245
"Gene.700",0.568730221012863,0.0665674423084497,-0.350359167717427,-0.256435972679167,0.481632793641734
"Gene.701",0.219790927077888,-0.0332905343987144,-0.184310546104689,-0.0888819481697965,0.286110070184437
"Gene.702",0.469202247157587,0.107133404331104,-0.264849490631716,-0.245917448943067,0.365648002039081
"Gene.703",0.559605902387236,0.0622731994170159,-0.358852374370298,-0.234818127709525,0.483341309075426
"Gene.704",-0.282510017799134,0.175267238672862,0.405912755420342,0.360284049020268,-0.359408618526176
"Gene.705",0.822675374247554,0.425809391499514,-0.192029885755558,-0.285161991955661,0.343155569025639
"Gene.706",0.92101000146572,0.54545014609848,-0.164433648932016,-0.25166065453939,0.287915905309909
"Gene.707",0.813539155757151,0.461914351717044,-0.169525694275773,-0.229610335807017,0.254512141700659
"Gene.708",0.407050332579494,-0.0769369328110026,-0.383371973151834,-0.351079271795241,0.500087992917093
"Gene.709",0.498668886085077,0.205899613877258,-0.160664357723219,-0.176130108812449,0.311608241031883
"Gene.710",0.870750712691776,0.520956248034142,-0.125246718325996,-0.078000972722159,0.257635924819823
"Gene.711",0.843815190630096,0.431832288085597,-0.207797228101416,-0.207842447394163,0.34284803383641
"Gene.712",0.258468230711382,-0.304856506041704,-0.481637249292009,-0.239917743471377,0.634351916913852
"Gene.713",0.14643032092307,0.427030567265858,0.399498385452986,0.0857144205120338,-0.25050448162254
"Gene.714",-0.112420708742582,0.166383739161249,0.265857711900311,-0.016742994393045,-0.354363929269801
"Gene.715",0.773981216308152,0.466090826735182,-0.160709904278086,-0.391936422250133,0.195441975937927
"Gene.716",0.659048069429227,0.223021826603286,-0.278684507342257,-0.308637772311677,0.396465529328465
"Gene.717",0.700435275646096,0.37623717112095,-0.155509672486571,-0.096673121932304,0.279713967483157
"Gene.718",-0.0400015436299351,0.411303753745139,0.460705218946783,0.514679829402755,-0.507708111973482
"Gene.719",0.906455801068553,0.499530288938325,-0.1773556237935,-0.183921141206395,0.356790642783751
"Gene.720",-0.140709112453267,0.234492710352133,0.345990653216438,0.100190945958004,-0.319355777714685
"Gene.721",0.450055626349173,0.16156147970711,-0.202145765237241,-0.30626209954913,0.191167781497957
"Gene.722",0.0593738289639737,-0.27429526980032,-0.326597697007491,-0.283445875758279,0.345351402297806
"Gene.723",0.496433558178537,0.2076783467092,-0.180461567280693,-0.358450734244461,0.254626029975971
"Gene.724",0.613966941195853,0.250168153339541,-0.209311261378316,-0.24590440799292,0.29931192787525
"Gene.725",0.87791842105968,0.388966625039985,-0.253048594355751,-0.258405648532812,0.479674350031659
"Gene.726",0.56598800120519,0.165797211502881,-0.289573828419209,-0.367942374077243,0.352155738608725
"Gene.727",0.195903821827501,-0.168061272659145,-0.305486172431776,-0.316108483124907,0.405604744189575
"Gene.728",0.612520771441671,0.139671336759216,-0.323800501032314,-0.309219219248625,0.478777700451051
"Gene.729",0.234005494264482,0.667760379298183,0.506914611548206,0.301146914899482,-0.405272619373458
"Gene.730",0.82918519597171,0.481127087183424,-0.147823905705515,-0.172769998166919,0.265623235034657
"Gene.731",0.80778372440587,0.364675848249327,-0.228876584578637,-0.208629104154208,0.414733205256476
"Gene.732",0.726249359592992,0.386917677716223,-0.190144598243417,-0.247011890017108,0.306259949268358
"Gene.733",-0.298659702026524,0.166096249449035,0.446581309677303,0.731789758595095,-0.469964168943635
"Gene.734",0.751472369505268,0.269946371530545,-0.313782538609145,-0.297129676676427,0.4377140172469
"Gene.735",0.128926134082818,-0.221804353134558,-0.309835558697943,-0.264399877988905,0.3770257556086
"Gene.736",0.682064866685031,0.389481893926758,-0.147485449725697,-0.227497877524436,0.237770070944063
"Gene.737",0.770372007581612,0.421694572906316,-0.166458508465854,-0.253642888907319,0.263959612345127
"Gene.738",-0.225480607916522,0.172002028115879,0.40279761567436,0.467340932365926,-0.326032192724541
"Gene.739",0.651259331392611,0.255564180225233,-0.26414312593078,-0.240504480414865,0.396410487809008
"Gene.740",0.646038872905498,0.347685503414084,-0.155359688434779,-0.240219858221405,0.235154471241844
"Gene.741",0.083263586189091,-0.337795272840553,-0.373313786012133,-0.238276331240717,0.51004373429489
"Gene.742",0.535526219583676,-0.0115109494573945,-0.399306085490742,-0.311625773343768,0.580376109289093
"Gene.743",0.264693150797167,-0.157599151423962,-0.390510500917916,-0.346578597263498,0.467763441204442
"Gene.744",0.609084891102307,0.293940309780489,-0.165099327827267,-0.267385164104834,0.293200846838974
"Gene.745",0.831002485453398,0.531610729899585,-0.0765777269990147,-0.121624873970841,0.245878043149304
"Gene.746",0.696024459662385,0.342069269510303,-0.206508738504165,-0.246321892893637,0.299372608248648
"Gene.747",0.899036941288745,0.47246827507784,-0.21848043054497,-0.251005565079444,0.359142764641444
"Gene.748",0.39987818315521,0.0307268300257903,-0.292141329481621,-0.327047358708318,0.357955352211052
"Gene.749",-0.258061746394022,0.0618279311770384,0.31081731214358,0.293084226985626,-0.21949721030254
"Gene.750",0.743171450749866,0.20106860968224,-0.347433478044597,-0.271412543740295,0.527188728467654
"Gene.751",0.240279870017018,-0.0355750340004654,-0.266132907866728,-0.341334376860703,0.221931861140636
"Gene.752",-0.0191817482314056,-0.352362864131657,-0.348416849316976,-0.253533681540281,0.397752043000403
"Gene.753",0.154738190339202,-0.270563565170733,-0.394992925732889,-0.31444096615188,0.455961895596349
"Gene.754",0.575873974192455,0.248896593568623,-0.221856609234696,-0.236858276889225,0.313879033074301
"Gene.755",0.180808354956179,-0.272923549774152,-0.428685715612248,-0.381384034653795,0.458391410473149
"Gene.756",0.341791948395591,0.0529272592845668,-0.218790886175337,-0.320620171257397,0.261126030623251
"Gene.757",0.790420541728623,0.471005474090745,-0.183770267968529,-0.376273161763355,0.209561480895134
"Gene.758",0.903318100169548,0.557085424472307,-0.140215066890352,-0.262841800293176,0.276980601686361
"Gene.759",0.598431983912366,0.255122017078547,-0.208879764910208,-0.363297159119589,0.318592332234747
"Gene.760",-0.426492940205703,0.0149303518523508,0.391674208974289,0.379937739627751,-0.410233609150205
"Gene.761",0.777118531894861,0.358674491365777,-0.224457402968664,-0.323113176016281,0.346393948849757
"Gene.762",0.574526427531402,0.193309697965724,-0.269688397113371,-0.434613134196178,0.301261110158291
"Gene.763",-0.0614239005753481,0.324185373140517,0.408875612091581,0.146173209086588,-0.384717896733685
"Gene.764",0.871672023261606,0.408300768591999,-0.243459564417913,-0.216969591586217,0.428472652872519
"Gene.765",0.485358159582346,-0.00671836502086283,-0.379780130132921,-0.381392529912217,0.508177267847132
"Gene.766",0.35690370543091,0.708792585010893,0.463004765485432,0.15999370813064,-0.363515006405668
"Gene.767",-0.0548800152216398,0.345819041665563,0.37658865656088,0.400083806546463,-0.379293628835074
"Gene.768",-0.252922478911072,0.123417488420112,0.379143204846784,0.381878705459698,-0.421521070011662
"Gene.769",0.548324626659025,-0.0199886515189988,-0.418110131294361,-0.263180081039225,0.598761996512264
"Gene.770",0.244430617505887,-0.243355725054832,-0.413592286109242,-0.159720225140069,0.5060594686063
"Gene.771",0.801478522292881,0.451328111868465,-0.176225209911094,-0.3758773562356,0.270928782932543
"Gene.772",0.808504763301826,0.387763615251453,-0.246588750570607,-0.395759651867429,0.347356815119818
"Gene.773",0.509526159682229,0.253023069453816,-0.176115714950703,-0.452561333070371,0.172053072432299
"Gene.774",0.506243872941234,0.177114653232257,-0.207798472127205,-0.191760873259058,0.29630467507665
"Gene.775",0.0380244306770769,-0.265728625558074,-0.307170721856288,-0.373254532334707,0.365370753833059
"Gene.776",0.748236517561445,0.409728461344726,-0.190014870739156,-0.331165008790608,0.263291046776893
"Gene.777",0.904574808712562,0.511193656811908,-0.176876622375517,-0.250758117914994,0.32738721332077
"Gene.778",-0.243184726746541,0.152361867235853,0.352678884519555,0.169372313602451,-0.395755953728642
"Gene.779",-0.0729225584886895,0.162445371638436,0.199731424411457,0.00581705269432906,-0.269706321484755
"Gene.780",0.476653260782319,0.185764330770242,-0.189834390905782,-0.3057588026529,0.260113776599278
"Gene.781",0.301301837549717,-0.0259305783760743,-0.290441168437947,-0.367606241818187,0.33844057296231
"Gene.782",-0.213285736218934,0.166214104601595,0.405277687651258,0.333562171348283,-0.374784077442964
"Gene.783",0.826302353039419,0.503312212099034,-0.135819296461345,-0.174781476954661,0.237444890957833
"Gene.784",0.400593538502969,0.150012969950587,-0.136113024527549,0.0157659440860662,0.200559186490814
"Gene.785",0.841229792631725,0.44611551332357,-0.205674394111264,-0.26497570257026,0.306034992551334
"Gene.786",0.457096382969284,0.123880460724051,-0.187026280751062,-0.146224981218415,0.35169676452919
"Gene.787",-0.160326365876354,0.350675364917361,0.545870567587341,0.491363302276932,-0.491733559158051
"Gene.788",0.854593224429093,0.351038924182829,-0.301784666838076,-0.295405526835135,0.473113219465541
"Gene.789",0.174230632826797,0.388965968998178,0.284386629227249,0.0864575347106871,-0.223819321943915
"Gene.790",0.834638269857715,0.515129828689969,-0.126893023808936,-0.234379183091168,0.257420443551091
"Gene.791",0.877565861326684,0.522466024480586,-0.157346960286361,-0.32726633485364,0.279433355985532
"Gene.792",0.886562205713738,0.543034338503324,-0.140564173858491,-0.235255032544792,0.246863422027196
"Gene.793",0.878027191666286,0.538403127613385,-0.138021254667313,-0.226012036782925,0.259595422928654
"Gene.794",0.61755737781774,0.103111374787437,-0.362506906784135,-0.362592544916662,0.508736875490066
"Gene.795",0.523731232429395,-0.00865692256317324,-0.374161593651248,-0.202953978870082,0.567227618091197
"Gene.796",0.777025139978755,0.44057305704313,-0.185870050861157,-0.268337654932042,0.225853251232124
"Gene.797",0.875377641578044,0.519470156982789,-0.161143122856137,-0.270444378863809,0.284844723388146
"Gene.798",0.076996248257103,-0.291696669045842,-0.334144238216078,-0.153196715600128,0.431593411477164
"Gene.799",0.901944013449918,0.546993187002517,-0.138462273700742,-0.244670739349667,0.298512106859051
"Gene.800",0.875120107438834,0.509050768320756,-0.158430778847633,-0.294532254535523,0.316744159229416
"Gene.801",-0.129180109684651,0.274983862085887,0.386937060277125,0.574322373259921,-0.429784087950121
"Gene.802",0.209006859769174,-0.211759075336047,-0.340735517356952,-0.208688938684709,0.478761677858099
"Gene.803",0.809928972014112,0.471203404475564,-0.162114253010393,-0.284648578668797,0.270493250325611
"Gene.804",-0.00637998881089231,0.41367505304827,0.514226211901489,0.367370074271431,-0.343605926604962
"Gene.805",0.803780178124061,0.454618686333152,-0.179079170062303,-0.181927983198711,0.268178601668074
"Gene.806",0.529731185673582,0.0480406399644334,-0.365911718729302,-0.356635778148663,0.434317299516214
"Gene.807",0.758409251351681,0.204932743386664,-0.341659956436574,-0.312973724590182,0.557990103516962
"Gene.808",0.896926957058356,0.508605004662168,-0.172612132205134,-0.246335212092395,0.333470931039229
"Gene.809",0.269834711429883,0.665457870177465,0.497192354704784,0.360173732527086,-0.373359820864103
"Gene.810",0.373596159980139,0.692073450231425,0.443461807662765,0.310541247303412,-0.338628358903178
"Gene.811",0.0804501253732069,0.397868134327756,0.404030232972603,0.242638830131054,-0.314796462910374
"Gene.812",-0.219189271291147,0.154645935602704,0.388763141931789,0.737534125860189,-0.333127560197798
"Gene.813",0.416350646890704,-0.119996564007131,-0.420458171729374,-0.337267896418193,0.583966648655029
"Gene.814",0.263755300628799,-0.114807515609256,-0.346760545092099,-0.405765841850198,0.377931657129043
"Gene.815",0.571284566402698,0.37290843371737,-0.0925409918124467,-0.0909844298683181,0.112275780839535
"Gene.816",-0.0475005883495458,-0.501790833661337,-0.488917229410876,-0.314559462193262,0.483112940497342
"Gene.817",0.680334486823557,0.242843449786673,-0.27672302605668,-0.324536501869206,0.398227864100438
"Gene.818",0.770494369477277,0.475079271994239,-0.144549126232157,-0.256422072375385,0.18885578563146
"Gene.819",-0.204630393994619,0.169577492116733,0.375791133615953,0.186957087604058,-0.289291988373503
"Gene.820",0.627023017781639,0.241041095238436,-0.229585535103016,-0.166398599896314,0.361724847914019
"Gene.821",0.317513671147301,0.00385741278051804,-0.282040113211038,-0.418530015820474,0.261810440455038
"Gene.822",0.636571013085139,0.186243936611073,-0.296689922989663,-0.242513541014434,0.431555137080899
"Gene.823",0.732280456256518,0.428471312336008,-0.114987641108179,-0.149720029595037,0.256144632746506
"Gene.824",0.779261493793286,0.474775670532906,-0.145924160672562,-0.257446808965582,0.1936306824174
"Gene.825",0.655317435848912,0.315375885673784,-0.20134477235032,-0.322853129497915,0.258002671904066
"Gene.826",0.690761766240407,0.371205220666327,-0.152191877970884,-0.155174664402033,0.270488562290711
"Gene.827",0.703866567116178,0.41264279218657,-0.122563377869322,-0.28421949130988,0.251338209139239
"Gene.828",0.587392008423552,0.355494906791504,-0.0646062385058114,-0.0228693750551893,0.159633366720927
"Gene.829",0.546476914385765,0.252703408683337,-0.196328006035093,-0.135793422566307,0.185399715016284
"Gene.830",-0.140743733376168,0.165663581854158,0.301969556973758,0.372640442591536,-0.265343312420797
"Gene.831",0.289249947196311,-0.187108252672741,-0.39632710473044,-0.271285630016293,0.540134869430466
"Gene.832",0.845489630199914,0.489956256238315,-0.154401535648688,-0.322552198215418,0.259177592674011
"Gene.833",0.782443335268119,0.244418478272372,-0.352640953159149,-0.337415227604539,0.52581657303308
"Gene.834",0.600314049091503,0.204001879604229,-0.238633378509943,-0.164988287374385,0.34533103768597
"Gene.835",0.11218118208663,-0.286345960114531,-0.38412852351602,-0.338957102290544,0.401878639862912
"Gene.836",0.783158591222569,0.444957440431659,-0.145196083627434,-0.329556399367075,0.273200742013154
"Gene.837",0.899295930602248,0.47384902326597,-0.209491327210778,-0.261183134225314,0.364063585938405
"Gene.838",0.492993092675858,0.159338787946846,-0.213860723022135,-0.188326286269638,0.282912041176691
"Gene.839",0.7090210925476,0.519887964630157,0.00138987566051737,-0.072549470730974,0.0854504912685119
"Gene.840",0.731867511565809,0.43136854775709,-0.122669543736796,-0.214359111778676,0.256562597707846
"Gene.841",0.545575946566225,0.189721772837977,-0.237550452192553,-0.330106907200333,0.312233066858551
"Gene.842",-0.120465378490574,-0.283747778716248,-0.168765001881841,0.171140818849836,0.213662543999318
"Gene.843",0.861758657295784,0.556526085584986,-0.115098736356933,-0.216868733745168,0.212077421227139
"Gene.844",0.791218714631808,0.338198359235871,-0.250161049534469,-0.264116131807522,0.394620304620972
"Gene.845",0.140259972760246,0.000213471891563411,-0.141723945157553,-0.102195660428642,0.14266833594958
