gene,index,AD.043T2.A7.1,AD.111T2.A8.1,AD.114T1.A9.1..,AD.115T1.A12.1..,AD.118t1.A13.1,AD.119t3.A195.8,AD.120t1.A226.8..,AD.122t3.A197.8,AD.123T1.A25.1..,AD.127T1.A14.1,AD.130T1.A1.1,AD.131T1.A15.A200.1.,AD.136t2.A201.8,AD.157T1.A246.10..,AD.158t1.A247.10..,AD.159t1.A229.8,AD.162t2.A230.8,AD.163t1.A203.8..,AD.164t1a.A206.8..,AD.167t1..d.dup..A210.8..,AD.169t2.A211.8..,AD.170t1.A251.10...,AD.172t2.A213.8..,AD.173T1a.A23.1,AD.177T1.A21.1,AD.178T2.A22.1..,AD.179t1.d.dup..A214.8..,AD.183t1.A215.8..,AD.185t2.A232.8,AD.186T1.A27.1,AD.187T1.A11.1..,AD.188t1.A216.8,AD.201t1.A138.4,AD.202t2.A139.4,AD.203t1.A140.4..,AD.207t1.A142.4,AD.208t1.A143.4,AD.210t1.A144.4,AD.212t1.A145.4,AD.213t1.A146.4,AD.218t1.A147.4,AD.221t1.A148.4,AD.224t1.A149.4,AD.225t1.A150.4,AD.226t2.A151.4,AD.228t2.A152.4..,AD.230t1.A153.4,AD.232t1.A154.4,AD.234t1.dup..A155.4,AD.236t1.A156.4,AD.238t2x.A157.4,AD.239t1.A158.4,AD.240t1.A159.4,AD.241t1x.A160.4,AD.243t1x.A161.4..,AD.247t1.A164.4,AD.249t1x..d..A165.4,AD.250t1.A166.4,AD.252t1.A167.4,AD.253t1.A168.4,AD.255t1a.A169.4...,AD.258t1a.A170.4....,AD.259t1.A171.4,AD.260t1a.A172.4..,AD.261t1b.A173.4,AD.262t1a.A259.10..,AD.266t1.A90.3,AD.267t1.A91.3,AD.268t1.dup.b4..A93.3...,AD.269t1.A94.3,AD.275t1.A95.3,AD.276t1.dup.b4..A96.3..,AD.277t1.A97.3,AD.283t1.A99.3,AD.285t2c.A263.10,AD.287t1.A101.3,AD.294t1.dup.b4..A104.3..,AD.295t1.A105.3,AD.296t21.A106.03..,AD.299t1.A235.8..,AD.301t1.A237.8..,AD.302t3.A238.8..,AD.304t1.A240.8,AD.305t1.A415.7,AD.308t1.A241.8,AD.309t1.A242.8,AD.311t1.A266.10..,AD.313t1.A268.10,AD.314t1.A269.10,AD.315t1.A270.10,AD.317t1.A271.10,AD.318t3.A107.3,AD.320t1.A272.10,AD.323t1.A273.10,AD.327t1.A276.10..,AD.330t2.A279.10,AD.331t1.A219.8,AD.332t1.A220.8,AD.334t1..d.dup..A221.8..,AD.335t1.A222.8..,AD.336t1.A223.8,AD.337t1.A224.8,AD.338t1a.A121.3..,AD.340t1a.A122.3..,AD.341t1a.A123.3..,AD.346t1a.A124.3..,AD.347t1a.A125.3..,AD.350t1a.A126.3..,AD.351t1.A127.3,AD.352t1.A128.3,AD.353t1.A129.3,AD.355t2.A174.4,AD.356t1.A175.4,AD.360t1.A176.A406,AD.361t1.A177.4,AD.362t1.A282.10,AD.363t1.A283.10,AD.366t1.A109.3,AD.367t1.A110.3,AD.368t2.A285.10,AD.370t1x.A112.3,AD.374t1.A114.3,AD.375t1.A115.3..,AD.379t1.A116.3..,AD.382t1.A117.3..,AD.383t1.A118.3..,AD.384t1.A120.3..,AD.AD10T1.A389.7,AD.AD15T1.A390.7,AD.AD16T2.A391.7,AD.AD18T1.A392.7,AD.AD19T1.A393.7,AD.AD1T1.A383.7,AD.AD2T1.A384.7,AD.AD31.A289.10,AD.AD3T1.A385.7,AD.AD4T1.A386.7,AD.AD5T1.A387.7,AD.AD7T1.A388.7,NL.1179.A408.7,NL.1675.A409.7,NL.1698.A410.7,NL.1884.A411.7,NL.2378.A412.7,NL.2562.A413.7,NL.268n1.A92.3,NL.279n1.A98.3,NL.3104.A331.6,NL.3681.A332.6,NL.4083.A333.6,NL.4353.A334.6,NL.504.A407..7,NL.6084.A335.6,NL.6853.A336.6,NL.6943.A337.6,NL.7530.A338.6,SQ.1174.A317.5,SQ.1670.A318.5,SQ.2557.A320.5,SQ.2572.A321.5,SQ.2921.A322.5,SQ.3197.A323.5,SQ.3529.A324.5,SQ.3624.A325.5,SQ.4172.A326.5,SQ.4389.A327.5,SQ.5897.A328.5,SQ.6147.A329.5,SQ.7324.A416.7,SQ.SQ10t1.A362.6,SQ.SQ13t1.A364.6,SQ.SQ14t1.A365.6,SQ.SQ20t1.A366.6,SQ.SQ4t1.A358.6,SQ.SQ5t1.A359.6,SQ.SQ6t1.A360.6,SQ.SQ8t1.A361.6,COID.1429.A303.5,COID.2260.A304.5,COID.3580.A302.5,COID.4385.A301.5,COID.4518.A305.5,COID.9794.A300.5,COID.COID10t1.A347.6,COID.COID11t1.A348.6,COID.COID12t1.A349.6,COID.COID13t1.A350.6,COID.COID14t1.A351.6,COID.COID16t1.A352.6,COID.COID18t1.A353.6,COID.COID3t1.A340.6,COID.COID4t1.A341.6,COID.COID5t1.A342.6,COID.COID6t1.A343.6,COID.COID7t1.A344.6,COID.COID8t1.A345.6,COID.COID9t1.A346.6
MARCKSL1,5,0.928289052,0,0.60021794,-0.048622141,0.061246128,0.20303272,0.879764721,0.776403717,0.190405587,0.060624995,-1.250815724,1.635214754,0.410550174,0,0.079664552,-0.047201452,0.119696883,-0.001824652,0.413978906,0.753320291,-0.280075276,-0.759411562,0.614664395,0.704501223,0.647952104,-0.328535377,0.919517122,1.966408861,0.092164421,1.877446031,-0.563733277,-0.120493532,-0.266506114,1.748673901,1.381611146,-0.022341508,0.134068581,-0.004890904,0.275192212,-0.717100706,-0.122855045,0,0.544108173,0.138742874,-0.578041343,0,0.280440649,-0.570402603,-0.565303605,-0.35175211,-0.200062327,0.199112899,0.55400809,-0.058265556,-0.421313544,0.053259195,0.02169961,-0.187998754,0,-0.279319153,0.003027297,-0.682445217,-0.080319203,-0.360911635,-0.025082232,0,-0.463324744,-0.146000536,-0.776942411,-0.638280395,-0.068585154,-0.80795637,-0.954886869,-0.748832079,0,-0.820835676,-0.231733975,-0.162428038,-0.727034944,1.220864874,1.079005885,1.576256533,0,0.653605441,0,-0.729710534,-0.264288063,2.007348244,1.024256343,-0.27747751,-0.238927341,-0.199006709,0,0,0.003947101,0,-0.716222647,-0.08146568,0.137919091,1.154897152,0.344094015,-0.0931516,-0.774704701,-0.368945621,0.266981778,0,-0.563532449,0.91873435,0,0.779713157,-0.92689949,-0.262553028,0.061884043,-0.223876434,-0.271979939,-0.219545425,-0.085101621,-0.456459558,0.097406952,0.287138388,0,0.145792198,-0.171505937,-0.333406706,0.019738686,0,0.745546878,1.689613051,1.842198966,0,-0.008376121,-0.382187526,-0.175226862,-1.107731132,0.056920716,0.205627498,-0.242011784,0.845699876,1.080686864,0,0,-0.155479992,0.033409334,0.140292381,0,-0.42690059,-0.072497827,0,-0.09849836,0.031318078,-0.27002212,-0.365281826,-0.054865122,0.034910502,0.070682609,-0.107262365,-0.798809036,-0.330185816,0.706974443,0.409769089,0.008086184,0,0,-0.011987568,0.192942632,-0.578749605,2.187109979,-0.355265269,-0.593287724,2.30753345,-0.337473863,-0.021823198,-0.436798064,-0.462014426,-0.469229696,2.143320479,-0.421766118,0.22384739,0.570145475,0.260153609,0.711509778,-0.533384065,0.274317322,0.187661543,-0.472979876,2.176294915,-0.884263831,0.373417304,-0.453193109,-0.284950084,0,-0.208598789,-0.007931389,0.551119261,-0.82251075,-0.04233632,-0.746596908
EZH2,5,-0.152878625,0.220860003,-0.025743229,0.469769334,-0.127713929,0,0.153461993,0.050359722,-0.392145134,0,0.171180426,0.443684037,0.337319704,0.37910002,-0.355835807,0,-0.099517555,0.693910484,0,-0.057476853,0,-0.294241926,-0.766833501,0,-0.577516977,0.265860535,0.069669942,-0.033020111,0.265429016,2.551483529,-0.539462726,0.024964465,0.175356831,-0.367103002,0.848950709,-0.280662067,-0.014549828,0,0,0,0.020746498,0.555093187,-0.796827202,0.228958716,-0.139195435,0.098069072,0.433735024,-0.136583845,-0.621589328,0,0.03487843,-0.209536498,0,0,0,0,-0.207441678,-0.06443001,-0.5976623,0.323489345,0,-0.151551252,-0.339266848,-0.006036253,0.154647765,0,-0.286787959,0,0.115486648,-0.087526299,0.956833616,0,0.125066604,-0.513978348,0.295506617,0,0.267197989,0,0,0.053661168,-0.564544067,0,0.194151451,-0.370637892,-0.422038706,0.389835624,-0.40485113,-0.460800208,0.3737584,-0.100483626,-0.24048792,0.052869981,0.870177365,0,-0.299420617,0.476157647,0,-0.393517221,0.159913695,0,0.10600492,-0.950910363,0.076874313,0.704985883,-0.374321972,0,0,0,1.170641143,4.571366803,0,0,-0.092209401,0.559818991,0.075793909,0.247426679,0.133128106,0,0.621053868,0,0,1.230474418,0.205320491,0,-0.40542228,-0.089906437,0.042389065,0.221169521,-0.664606713,0.093272771,-0.087353225,-0.381610557,0.174038341,0.260068602,0,0,-0.029215272,-0.446283637,-0.245396901,-0.287894888,0,0.722604169,0,0.353943147,0,0.276788601,0,0,0,-0.08682484,-0.250344665,0,-0.222323404,-0.072706824,0,0.034817543,-0.132548679,-0.185219842,0.264212701,-0.046621079,-0.331608887,0.117141501,0,0.454906452,0.821534488,-0.80759623,0.371899892,1.843175511,0.011891662,0.313177442,-0.167686059,0,-0.663079654,1.770207695,-0.581502881,0,1.282131398,-0.446907216,-0.643011566,-0.642362579,-0.180489563,0,-0.446620571,0,-0.076818871,0.722779221,-0.271775818,-0.404388745,-0.560707378,0.084430366,0,-0.32251706,-0.884291394,0.025218141,-0.706675043,0.237879948,0.387707649
MYL12B,5,-0.116510946,-1.172284659,-0.654613487,0,-0.046331875,-0.441260047,0.644350612,0,-0.231491903,-0.466138595,-0.665316023,-0.460477204,0.7049523,0,0.070784488,-0.148005441,0.28930981,-0.313577967,-0.482714792,-0.49774614,0.644435212,0.705413039,-0.262919274,0.052835359,1.77466996,-0.443460296,0.766050115,-0.089008455,2.513675614,0,-1.224806558,-0.350212405,-0.248141742,0.113113769,-0.518218196,-0.005709857,0,-0.199621719,1.702653471,0,3.782723921,0.326357987,0.286376157,0.084177277,0.129075629,0,0.115215272,0.042866849,-0.177572295,0.139300115,1.10162936,0.059220413,-0.554174324,0.427430214,0.099807095,0,0.193465106,-0.02526946,-0.033882183,-0.903957293,0.043575443,-0.524235876,-0.047130908,-0.550727073,0,0.060700864,-0.335903948,-0.030572869,-0.501895325,-0.156248521,1.592280003,0.318023382,2.052195694,0.288220025,0,-0.869393488,-0.490633688,-0.027216233,0.220907982,0.424980608,-0.365749994,0.02365415,0.235152818,-0.045922251,0.00976444,-1.360637194,0.209286525,-0.227687448,0.529180302,-0.787425167,0.020532554,-0.58371562,0,1.142242956,0.420499263,0.085174642,-1.066231835,-0.583685448,0,0.717352973,-0.929797889,-0.192286588,0,0,0.594787984,0,0,-0.210312116,0.208670463,-0.424631934,-0.73038736,-0.401752592,-0.446124504,0.897326137,0.152649356,0.876993918,-0.168649696,1.503787895,-0.439894815,1.016059855,0.260025563,0.479329074,0.334154949,1.298762184,-0.331755826,0,-0.283810444,0.648982691,0.493063304,0,-0.090483607,-0.40689538,-0.857921196,-0.205449236,0,-0.38076088,0,-1.081108172,0,0.482122781,0,0.566723826,0,-0.172782241,0,-0.087209978,0.506503306,0.754395026,0.228535129,-0.079251581,0.403697898,0,0.255904515,1.422857186,-1.87471888,1.755145766,-0.201980649,-1.590836491,0,0.435974293,-0.149101778,0,0.866106708,0.622298491,0.152206618,0.269174769,-0.12353617,-0.527215216,0.979722443,0,0.244095452,0.314924848,-0.707417326,0.277938156,0.106423416,-0.354470227,1.142834717,0,0,0.397152045,-0.479821587,-0.779926226,0,-0.440257022,-0.830904085,-0.587730115,0.625053966,-0.646685774,2.442914308,0.291593191,0.209848374,0,-0.56354585,0.726575985,-0.473204733,-1.227461208,-1.326283303
H2AX,5,0.460220346,-0.087721372,-0.195591515,1.37451982,-0.253512913,0.518785386,0.664041035,0.66129335,0,0.471828765,-0.025317856,0,0.842174341,0.532856271,0.410296771,0.111860744,0.259555021,0,2.546409487,-0.398447314,0.495808544,-0.078476231,-0.036289429,0.365063011,1.595105689,0.209540937,0.364090221,0.026220018,-0.829176001,0.489289066,-0.490638336,-0.007819955,0.074796955,0.117607548,-0.082217226,-0.647722299,-0.338438984,-0.377961178,0,-0.007193277,0,0,0.066032412,-0.012392429,-0.082192316,0.641883309,0.768938361,0,0.20988299,-0.648509836,-0.060888894,-0.880585792,0.197873861,0,-0.170151295,0.213206,-0.264667517,0.24748533,-0.500691093,-0.42996388,-0.443000526,0.059441598,0.130518072,-0.542660217,0,-0.061076517,-0.414204276,0,-0.440949179,0,0.309631479,0,0.938658866,0.252588021,-0.346956927,0,-0.21580352,0.20969602,-0.303068358,0.18686436,0,0.005700848,0,-0.486217331,0,-0.082657857,0,0.446959841,0.525564345,0.020695986,-0.143147119,-0.020292611,0.806723819,0.18373769,0.6935455,-0.697961745,-0.044899509,-0.122099485,-0.42140322,1.882831811,-0.235425761,-0.674260713,0,0,0,0.004026761,0.188037093,0.331139211,0.688382125,1.460165563,0.532839676,-0.093395202,-0.21747747,0.793444285,0.187290522,-0.017692336,0.019532134,-0.564780687,0.714717682,-0.927492622,-0.158416732,-0.407237434,-0.003087314,-0.09579732,0.824486243,0.642840435,-0.432713722,1.068329274,-0.162099305,-0.37766263,-0.283962502,0,0.158241554,-0.013744605,0.039437893,-0.988482227,0,-0.008532672,-0.046637553,0,0.147161942,-0.101744076,-0.0098395,0,-0.37976892,-0.289981116,-0.459122818,-0.081482743,-0.256456231,-0.082686672,-0.066358649,0.227189002,0,0,0.140053247,0.120798825,-0.42729689,-0.015663391,-0.84914769,1.237387096,0.505756313,0.757657621,0.48492162,0.393425231,-0.648584343,0,0.00353258,0.476725621,0.695067667,1.280912173,0.551108224,0.187219654,-0.100789121,-0.060803953,0,4.725312295,1.093179248,0.055430628,-0.328209874,-0.037175381,0,0,-0.203889452,-0.213550959,0,0.081141844,-0.57453527,-0.538821996,0.250895904,-0.235956862,-0.655158877,0,-0.167613393,0,0.259535976,-0.381434534,-0.619489814
MTHFD1,5,0,0.50504716,-0.22159043,0.063575391,0,0.049244251,-0.217953572,0.143641479,0.907214877,0.67542471,0.347096538,0.482600788,0.264344725,0,-0.032125757,0.499884505,-0.151115512,0.201882307,0.34823367,0.064372327,-0.272718751,-0.393004288,-0.768430938,0.36665747,-0.747220852,0,0.170406815,0.460789067,-0.351000325,-0.087488233,-0.378971809,0.394427933,0.528506842,0.990159247,-0.460043571,-0.407956841,-0.030357583,-0.217375734,-0.211412017,0,0.102358,0.084422823,-0.139069027,0,0,-0.618788203,0.05111005,-0.401235016,-0.114527231,1.467945621,0.55690076,-0.279958467,0.336842383,0.143695338,0.011729147,0.48021642,-0.357199479,0,0,0,-0.03208646,0,-0.459860155,0.18946671,0.548698974,0,0,-0.163429997,-0.330504335,-0.372921737,1.06507262,0.479924827,-0.617633477,0.054445846,-0.045098082,0.1043706,-0.655868322,-0.063412225,0.176513375,0.612096497,1.097258366,-0.037853161,-0.67354962,0.043834066,-0.480374775,0,-0.338868764,0,0,-0.040561165,0.255509613,1.052089076,-0.232377759,0.083823122,-0.32230362,0.277659445,0,0.148036451,0.716513757,-0.749788819,0,0.089664391,0,-0.020713519,1.119337705,0.009259957,0.100925779,-0.356680363,0.404284439,0,0,1.640409338,-0.41297309,0.353256647,0.327395803,-0.076375574,0.02768709,-0.427464595,0.385713495,0.59818317,0.005444382,-0.22614701,-0.238871315,-0.139931506,-0.400776508,0.663215996,-0.029862521,0.357188859,-1.171021518,-0.067187869,-0.503448248,-0.619355887,-0.251763034,-1.065368745,-0.473122452,0.190763421,1.228040251,0.415946527,0.271651596,-0.260544494,-0.121475294,0,-0.243815514,0.006831943,-0.15761739,-0.327577598,0,0,0.415125255,0,0,-0.285171713,0.361683193,-0.050269066,0,0,-0.260705936,-0.514560603,-0.205221862,0,-0.392036769,0,0.140198028,-0.285033936,0.623476416,-0.721170283,0.469922827,2.67461532,-0.42093257,1.176304622,2.247600123,1.480452522,0.582067764,-0.073599182,-0.584952411,1.46709177,1.648399927,0.188976762,-0.299407041,-0.096000115,-0.090249729,0.927360066,0.876458624,-0.785071272,0,0.346865426,-0.266860084,-0.412589608,0.13184638,-0.460015603,0,-0.055403015,0,-0.323901227,0.080050383,0.348053956,-0.132582616
NME4,5,-0.549143825,0.574269448,-0.209813644,-0.287727404,0,-0.209482424,0.438144225,-0.583835705,-0.084577617,-0.740486377,-0.132141784,-0.185742345,-1.003848607,-0.071229362,0.429151871,0.671110465,2.524440467,2.893594117,-0.309072112,-0.148990391,0.132885778,-0.904008596,-0.267652703,-0.888506407,0,0.448222689,-0.78515931,0,1.231135229,0.061095154,-0.575725145,-0.287550947,2.086939392,-0.599007666,0.54490682,0.562227316,-0.558045983,0.229429097,0,-0.70000399,0,-0.087670255,0.874249259,0.383195693,-0.188089178,-0.134002621,-0.387161369,-0.28784715,0.326125181,-0.175788122,0.439218573,0.189173135,-0.577892449,-0.570521728,-0.342965498,0,0,0.175727748,2.406477902,0.965471122,0.897934793,0.450338579,0.550345853,0.214280238,-0.627467396,0.134957025,-0.52184215,0.343812748,0,0.409647105,-0.724780995,0.256036354,0.117519409,0.22715487,0.761653085,0,0,1.040884945,0.228907907,2.159890949,0.146785827,1.443394344,-1.2235115,-0.298379626,1.031733459,-1.037310129,-0.002242694,0,0,0,-0.61327975,-0.036862304,-1.386587313,-0.980676227,1.029641381,-0.529912939,0.121488031,0.707918784,-0.567285249,-0.874944982,-0.104105455,0.193964556,-0.200970481,0.827900281,-0.304421303,-0.267980639,0,0.002432156,1.780845989,0.248956336,0.618054525,-0.474576716,0,2.043828371,0.06013729,1.03266242,-0.160307092,-0.005043331,-0.573511163,1.523600319,1.056084955,-1.41970363,-0.047841768,3.229241966,-0.322469243,0.843902231,-0.20774678,1.230160725,0,-0.174995839,-0.092639758,-0.178830357,-0.592591974,-0.308204538,0.768447227,-1.201631561,1.036435274,-0.559350063,-0.734761589,-0.560187999,-0.345841618,-0.234949519,-0.708654677,0.162635726,0,0.200003929,-0.445270416,-0.655285442,0.014675566,0,-0.401536768,0.155251211,0.369992155,-0.025971484,-0.412462027,-0.578788037,-0.673059272,0,0.426757354,-0.227475981,1.317663807,0.017697013,-0.95206042,0.259357896,-1.010722094,-0.026251606,-0.069104221,-1.67956217,0,-0.44466314,2.155526381,-0.454413993,-1.682093897,-0.742976265,0.234453756,2.277213438,0,-0.351503666,0,0,-0.376805411,0.667723376,0.474228674,0.794846423,0,0.142524095,-1.412861344,-0.869371321,-0.093891838,0.88826773,-0.818495787,0.163347388,-0.846973774,0,-0.196142655,0,1.068012182
VARS1,5,0.0719007,-0.030837361,-0.180024083,1.623839429,0.149408742,-0.361483524,0,0.502418631,-0.393595144,-0.07572254,-0.418116261,0.179443036,-1.135578522,0,1.071639447,-0.899331256,-1.009769993,-0.65938641,-1.132890008,-0.852300816,0,0,0,-0.179435826,-1.090197765,-1.059958017,0.874358112,0,-0.277954299,1.083863134,-0.951482741,-0.064181183,0.935833726,0.469514354,-0.065642634,-1.306983627,0,0.309684509,2.16724125,1.264799251,1.179804497,0,0.792302527,-0.284464471,0,1.788450367,1.276843361,-0.317372266,-0.305206295,0.35661929,0.396061106,0.113585291,0.855907193,-0.059429764,-0.147074455,0.29533563,0.489907882,0,-0.819573523,0.193851466,0.596633512,-0.061378091,1.103604936,0.106468158,0,0,0,-0.045688466,-0.316510833,-0.167848685,0,-0.273230016,-0.267694115,1.376540642,0.097600691,0.493697891,0.429973033,0.351327164,0.185995275,-0.146645987,0.073249637,0.249836673,0.747741335,0,0.703427115,-0.072870841,-0.853263993,0.2137442,-0.267158369,0.276254056,0,0.274082802,0.046352732,0.006057222,0.31771889,0.642723713,0.084887742,0.326918391,-0.249754893,0.004612479,1.094448574,-0.317319181,-0.206560717,0,-0.84937586,0,-0.250409115,-0.666696926,0.606715153,-0.181333586,0.091046087,0.086483851,-0.232446267,-0.858619037,0,0.068266959,-0.112497317,-0.593179132,0,1.073922963,-1.116592539,0,0.260665394,0.87880687,0.352536393,0,0,0.855808072,0,0.307616006,1.804197905,-0.604644474,0.185460365,1.17267429,0.009938887,-0.064011874,-0.40748514,0.283930731,0.028022402,-0.131748832,-0.304462062,-0.316900299,-0.320354428,0.385735434,0.195220975,0.008755596,0,0.333586617,0.383310388,0.198612349,0,-0.040785932,0,-0.308478739,0,0.408672724,-0.994370796,-0.905426887,-0.563559419,-0.211310713,-0.162604747,-0.111361118,-0.528075391,-0.169088559,-1.697162714,-1.302524887,0,0.608017456,-1.134927338,0.846394622,0.562565948,0,-1.595747665,0,-0.437119047,2.706827103,-0.091815423,-0.406532598,0.088270935,-0.559775583,-0.309361149,0,-0.780798403,-0.022026938,-0.183133943,0.897949774,0,0.799025194,-0.059838373,0.026426182,0,-0.335509304,0.608568093,0.021406285,-0.047014098,1.553228551,0.408735819
PRDX4,5,-0.207195247,1.195733202,0.173405095,0.148266403,-0.041040117,0,0.022018567,-0.08316003,-0.005169603,0.225307686,-0.823445013,-0.272533217,0,-0.358094098,0.108102234,-0.418375431,0,-0.561734961,-0.614965801,-0.257028576,-0.111854779,0.894150211,-0.572274262,-1.275637012,1.790974423,1.102651672,1.94519258,0.094076484,4.04022114,1.878979147,0.469255675,0.215158228,-0.027828619,-0.322352064,0,-0.905027914,0.550995825,-0.106542448,0,-0.5200167,-0.203027441,0,0,-0.153230048,0,-0.203400058,0,-0.257264022,0.092914832,0.412284155,0,0.611048771,-0.352345745,-0.097595806,-0.287399803,-0.310074796,0,0.109291326,1.378414107,0.13578496,-0.094847433,0,0.784510827,0.489052238,0.053569231,-0.227224634,0,-0.154356086,0.064481083,0.725767742,0.786698305,0.902238605,-0.446694406,-0.035248387,-0.130560464,2.994397394,-0.286139238,-0.716219274,0.556241483,-0.091864244,0.096305986,0.320809318,-0.186227881,0.369413086,-0.76951564,-0.08817121,-0.261917119,0.615862106,0,0,-0.036358944,0,-0.661852507,-0.045834582,-0.798679227,0.53033312,-0.017594006,-1.203245207,1.998538392,-0.480025879,-0.83954589,0,0.384749751,-0.39518472,-0.478864683,0,-0.709860758,-0.128995055,-0.443080828,-0.148760833,-0.110507084,0.458067494,-0.068537855,-0.052562454,0.198188277,1.744422845,0,-0.479244468,1.244077673,1.599053214,0,0,-0.052719356,-0.408234595,-0.133761264,0,1.135326072,-0.103165529,-1.006857055,0,-0.044198513,0.176666623,0.003674782,2.005422989,0.118818775,2.081009931,0,0.427023372,0.540865801,0.073853478,-0.164913637,0,0,0,0.024551096,0,0,0,-0.088311178,-0.030847705,-0.271904858,0,0,-0.142062466,-0.062266225,0,1.330140985,0.34735998,-0.126066272,-1.078464325,0.192366097,-0.082707667,-0.095227359,-0.101718305,0,-0.50349169,0.028172792,0.245460118,0.715411145,-0.146835493,0.162197542,-0.069184073,-0.523504575,0,-0.291835298,1.431163827,-0.070680078,-0.171501245,0.05985054,-0.704512875,0,-0.040640379,-0.014635403,-0.690002645,0.660332604,0,-0.342161187,-0.340818543,2.671725005,0,-0.320870179,-0.478851639,-0.109987921,-0.215108491,0.429393735,0.113412383,-0.082347272
BNIP3L,5,-0.215084205,-0.378678567,-0.554967833,0,-0.143037313,0,0.449736481,-0.209678629,-0.188515506,-0.250562901,-1.171938885,-0.452296755,-0.826616838,-0.532365822,0.11518556,-0.253187282,0,0.172413218,-0.314467096,0.465326255,1.622753951,-0.054822429,0,1.025743248,0,1.908447083,-1.04477369,0,0,-0.487209223,0.393737846,-0.606731209,-0.983729392,-0.29857621,1.738007858,0.27557114,0.480816551,0.301012104,-0.189879667,-0.343143532,-0.603861771,0,0.251163827,0,-1.05374575,-0.677242225,0.352392471,0,-0.566609578,0.724817425,0.676973482,-0.030217242,0,-0.318285337,0,1.189646121,0.362227203,0.323360082,0.74371898,0,-0.455026161,0.34151631,0.184433758,-0.568487682,0.889530768,0.045331909,0,0.509900893,0.478030524,0,0.226881622,0.765113218,0.053742683,0,-0.073387325,0.754221035,-1.033049334,-0.258233614,-1.321963898,0.872793874,0,1.88327076,1.073357522,-0.394109681,0.014576492,1.34700668,-0.187952774,0.382351935,-0.308973927,0,2.2178464,-0.346185569,-0.904245453,-0.025752122,-0.441763506,0,1.507563103,-0.555339318,-0.509833484,-0.414621853,-0.19844371,-0.678566629,2.256336181,-0.487063499,-0.469558815,0.201915522,-0.397244144,-0.033842811,0.447754594,0,-0.601496553,0.902926082,2.633143528,0,-0.335747317,-0.672013932,-0.359460129,0.398198743,-0.351024269,-0.899043225,-0.255880579,-0.398996459,0,-0.360134303,-0.655098039,1.367544138,-0.246978862,1.863880845,-0.219814717,0.648552529,0.369535505,-0.153516549,0.633264447,-0.456392768,-0.705045512,0,1.343571586,0,-0.247554188,-0.02692432,0,0.635452254,0.474787031,0.59186527,-0.09776321,0.469471307,-0.221108666,-0.174665816,0.04236376,-0.051858459,1.147576462,-0.47103517,0.625457677,0.531599976,0.444177512,0.41888368,-0.553603181,0.832023869,0.736479618,-0.897482834,-0.260307808,-0.264315514,0.337917712,0.371204709,-0.604191229,0,2.856045228,-0.351987631,-0.506061809,0,0.641931399,-1.732041178,0.057746812,-0.494527341,0.915080391,-0.115144166,0.265612747,0.200371116,0.045615827,0,-0.138329253,0.142868067,0.024186762,-0.701972376,-0.385539992,0,0.925790291,0,0.113699981,0,-0.28784641,-0.046264104,0,0.10727525,0.184646459,0.255988681,-0.034035858
ZNF593,5,1.2031155,0,-0.570926635,-0.560267148,0.804747968,0.242273105,-0.296624539,0,0.218012409,0,0.190531157,-0.275542765,-0.449273073,0.373067365,0.869883901,0.244321822,0.550383271,0.274128522,-0.676160741,0.863984885,-0.508392775,0.57599304,1.030628929,0.407960143,-0.206179683,0,1.2677465,0,0.4839006,0.972813511,-0.783477519,1.643261738,-0.393346345,1.969019671,-0.352706922,2.141934482,0,-0.726228013,0,0,0.282805667,0.137032357,0,0,0,-0.014366203,-0.005890226,-0.693659884,-0.415198773,-0.171586654,-0.307694097,0.436110939,-0.314382569,-0.472979857,-0.055605358,-0.202860506,-0.589605105,-0.591679497,-0.025638184,-0.904849997,-0.323999873,-0.82854693,0,0.421732746,0,-0.517437584,-0.661326077,0,-0.185696063,0.379271039,-0.050474085,1.092583939,0.050658368,0.164674917,0.91010714,0,0,-0.390254885,-0.032806401,1.12213181,-0.537077359,0,-0.815622205,1.858179268,0.543541804,-0.467624661,0,-0.576729383,0,-0.521346881,-0.930465493,-0.065166489,2.588966432,-0.41732849,0,1.231293226,2.030446875,1.161519014,-0.854675022,1.164757518,0.665277259,0.755858152,0.516130564,-0.97119259,0,0,0.398426342,0.306609315,0,-0.597773359,1.435713236,-0.349241108,0.011164127,-0.588493241,-0.052848973,-0.706563573,-0.109047095,-0.855823227,-0.196989964,0.414744933,-0.140357386,1.03988242,1.94642242,0.437794726,0.932661772,0.004140375,0.232985441,-0.641973749,-0.037823205,-0.569779805,-0.374604068,-0.767242662,0,-0.372583829,1.07634729,0.946240248,0,-1.271880423,0.33022234,0.163308853,0.529729398,0.256143083,0,0,-0.472719627,0,-0.044849853,0,-0.042114203,0.329823349,-0.131244244,0,-0.384269395,-0.518539495,-0.361175208,0.208398888,-0.369127971,0.344906283,-0.47285853,0,1.763223798,-0.164333105,0.154985953,-0.174110778,-0.367494987,-0.534116294,0,1.905227366,-0.318375353,-0.324400852,0.113114774,0.381066252,0,-0.041182731,0,0.063296535,-0.605513768,0.050274778,-0.993419547,-1.273027354,0,-0.078170445,-1.342037689,-0.172569069,-0.07112091,0.575928969,0,0.216194126,0.065331093,-0.218594916,-0.050193956,-0.313342436,-0.494069269,0.374151581,0.09606119,0.27866061,-0.682795601
