V1,index,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125,V126,V127,V128,V129,V130,V131,V132,V133,V134,V135,V136,V137,V138,V139,V140,V141,V142,V143,V144,V145,V146,V147,V148,V149,V150,V151,V152,V153,V154,V155,V156,V157,V158,V159,V160,V161,V162,V163,V164,V165,V166,V167,V168,V169,V170,V171,V172,V173,V174,V175,V176,V177,V178,V179,V180,V181,V182,V183,V184,V185,V186,V187,V188,V189,V190,V191,V192,V193,V194,V195,V196,V197,V198
ZNF195,11,0.404099223,0.618494569,-0.274168428,0.60391736,-0.337835414,-0.539560531,0.43615836,0.195568016,-0.227596432,0.675922266,-0.224665191,0.814724032,0.17661117,0.056270985,0.290179448,0.201920713,-0.755895041,0.720282319,-0.766674922,-0.750639169,-0.346507763,-0.826086374,0.552628265,1.285605714,0.235062612,0.244760169,0.569133936,-0.927538545,0.009625887,0.82345189,-0.281797603,0.303109127,-0.918503321,0.815581647,0.798422944,-0.318070658,0.329743326,0.941423602,-0.611465961,0.032280919,0.252193481,1.14074202,0.49986649,-0.559524182,1.256229907,0.145818496,0.126306825,-0.034931926,0.100247408,-0.670528002,-0.183583827,-0.378770768,-0.062217726,-0.393823009,0.751469604,-1.020581988,-0.073812798,-0.379733628,-0.201111452,-0.047832503,-1.284109045,-0.547643574,-0.769501665,-1.477460362,-1.229298165,-0.214995177,0.598115422,-0.050621823,0.179177038,1.358750936,-0.387987392,0.102184238,0.536727486,0.686950684,1.31549655,-0.098126182,0.48815314,-0.976547577,0.612482558,-0.376622429,0.286032644,-0.987072867,-0.519850356,-0.768949555,-0.763370747,0.884923078,0.677617487,-0.607432813,0.54236344,1.205711891,0.117709181,0.040463314,0.653829248,-0.625953345,-0.478211497,0.350838288,-1.176195545,0.408237561,0.095274152,-0.503964014,-0.24696111,0.231207479,3.176285269,1.982855263,0.243363509,0.343379727,1.424908043,1.282349883,2.982867923,1.285371945,1.191031181,-1.2179717,-1.514978614,0.925596961,-0.983181974,-0.153767457,-1.554385564,-0.513597897,1.540138309,-0.465436587,-0.525653024,-0.424293205,0.074960833,0.417892746,1.253591906,0.2833097,0.990718622,-0.180082551,-0.855206522,-1.414264769,-0.067260848,-0.259795636,-0.515263831,-0.646386909,-0.457053091,-0.346170315,-1.869674682,1.798464785,-0.977780591,-1.092229371,-1.858472847,1.488862747,-1.589943135,-1.226479669,-0.536710717,-0.7645288,-0.058029589,-0.516616279,-1.436651154,-0.760370517,-1.440202801,-1.308812748,-0.669546081,-1.103986969,-0.922771563,-0.381043253,-0.745342034,-1.066785573,-0.79164269,-0.447073032,-1.155396572,-0.731997534,-0.360962761,-0.665519564,-0.932725441,-0.15664705,-0.93996732,-0.027387443,-1.050682452,0.752889559,-0.87614892,-0.39686313,-1.268474635,-0.503264419,-0.808182353,-1.033187622,-1.406851311,0.675062841,3.068122363,-0.210586669,0.067045985,2.845552656,2.216690192,0.138375003,0.296053786,-0.229794049,0.238390922,1.275276028,0.644563993,0.090767666,0.606408439,-0.105239428,2.276278701,-0.689879909,0.606956667,1.258509415,-0.299690093
NEK4,11,0.229738809,0.231798879,-0.05174291,0.334190491,-0.238000792,-0.503960644,0.176953681,0.011738496,-0.191430812,0.444716175,0.042620144,0.477005249,0.338868627,0.00271761,0.162662232,0.150992867,-0.467964413,0.898921771,-0.476651725,-0.390125649,-0.090645327,-0.389401381,0.594533734,1.152229064,0.063726599,0.087416417,0.582717048,-0.522603779,-0.222823418,0.988067424,-0.422006457,0.339729481,-0.747999309,0.662131488,0.597293492,-0.337997938,-0.019603723,0.615421378,-0.378044213,0.238932639,0.488749721,0.63063292,0.057232358,-0.358997957,0.919446666,0.401069074,0.008741115,-0.026609833,0.070614011,-0.292623832,-0.220634639,-0.370582206,0.166638809,-0.631617663,0.372005324,-1.019455336,-0.289293352,-0.572010647,-0.572252128,-0.365164641,-0.873808837,-0.278390213,-0.827829523,-1.334630617,-0.941891949,-0.444895391,0.53173504,-0.169715939,0.051126987,0.883594129,-0.454314722,-0.078955004,0.381147551,0.572050598,0.664707543,-0.160806876,0.313263822,-0.472328092,0.499746311,-0.435037203,0.309459651,-0.697281258,-0.39484036,-0.967346019,-0.351602712,0.763238835,0.629579952,-0.178771759,0.363115748,1.0252002,-0.032656726,0.20278134,0.485649464,-0.651700182,-0.529375381,-0.030899302,-0.917793249,0.076712613,-0.033867137,-0.804617924,-0.163193757,0.150420897,2.634193891,1.710158442,0.174437564,0.299708029,1.085494452,1.120221048,2.61413238,0.868655082,0.978496244,-0.969108713,-1.154766668,0.592661351,-0.781232203,-0.281537488,-1.378681737,0.008512105,1.067152817,-0.301327265,-0.569361906,-0.193753239,-0.333267058,0.091603338,1.104023078,0.380899473,0.716168759,-0.365524534,-0.897782577,-1.094171457,-0.138216945,-0.064676038,-0.639148299,-0.910555593,-0.547837671,-0.462422275,-1.670384416,1.495099618,-0.966094233,-0.823405357,-1.811134532,1.228544627,-1.682434025,-1.315426486,-0.417739176,-0.705922802,0.180383979,-0.461008078,-1.315426483,-0.650106871,-1.382892321,-1.251188376,-0.623630718,-0.996313946,-0.874615759,-0.485497832,-0.625173738,-1.211636007,-0.694863694,-0.6239397,-1.378650187,-0.852023016,-0.420443634,-0.587016618,-0.773369142,-0.039686267,-0.818598079,-0.181535281,-1.117277133,0.396527625,-0.831087063,-0.425755504,-1.309504461,-0.775014614,-1.230687811,-0.558842501,-1.124894951,0.941845768,3.251428581,0.382065652,0.892295838,2.470124303,2.624091671,0.65444299,0.525121143,0.148108628,0.936252388,1.532772902,1.058076609,0.648179323,1.200430605,0.700648005,2.632932361,-0.048365132,0.760833473,1.231088075,0.51698535
SCYL3,11,0.099790176,0.365989332,-0.196677645,0.507466304,-0.380554211,-0.348469762,0.301926597,0.572295225,-0.13470324,0.653307778,-0.040238618,0.694274947,0.2898191,-0.175112545,0.160123483,0.119365008,-0.466816732,1.007986573,-0.993708065,-0.442671492,-0.158929995,-0.294738342,0.718504451,1.162118436,0.446333543,0.395924776,0.417290009,-0.678670503,-0.352135625,0.848993842,-0.648784625,0.751512524,-0.631035996,0.369993856,0.711273937,0.199222452,0.494636522,0.96198064,-0.663128085,0.425528825,0.373427462,0.676499474,0.284799149,-0.197999846,1.415746558,0.146658534,0.054674313,0.176384307,-0.222076551,-0.624366278,0.161872766,-0.444294525,0.69782003,-0.908400523,0.621158845,-0.87109102,0.132781431,0.00474584,-0.231594708,-0.157017799,-0.582979299,-0.370610196,-0.49247876,-1.197709612,-0.74225646,-0.273936078,0.88198371,-0.18093005,0.190045847,1.08527255,-0.655863221,0.258678791,0.273840962,0.399917121,0.787574869,-0.670002464,0.33039241,-1.05543776,0.340154069,-0.509759885,-0.02463728,-0.556697483,-0.550602162,-0.891958239,-0.428067454,0.68944122,0.857538488,-0.336669656,0.286212928,1.112014858,0.294247765,0.43330874,0.276680038,-0.417479302,-0.435403735,0.11511874,-1.029762756,0.383560544,0.214544062,-0.981323376,-0.082129852,-0.088135891,2.962231414,1.542468651,-0.07300825,0.396186834,1.244107798,1.100778801,2.990598793,0.902903588,1.341020087,-1.201910669,-0.81684453,0.637859693,-1.030809849,0.055305716,-1.551860159,-0.273949476,1.204545507,-0.562650647,-0.238325216,-0.607714717,-0.208126536,0.340939625,1.296007048,0.159393676,0.320850106,-0.384079545,-0.747451769,-0.912294178,0.125071092,0.304544638,-0.479175578,-0.924596887,-0.680461662,-0.64027274,-1.691514362,1.474015311,-1.47435708,-1.009151286,-1.986677921,1.490270285,-1.530913462,-1.18678873,-0.592186622,-0.82525727,-0.005166235,-0.528364295,-1.548020835,-0.523258756,-1.458000802,-1.522534604,-0.51028361,-0.857640839,-0.752878135,-0.287724275,-0.719459349,-1.302865534,-1.019872152,-0.705506196,-1.520506837,-0.912460878,-0.667907677,-0.477513184,-0.714354096,0.178245147,-0.702172052,-0.416943805,-1.161356537,0.536492351,-1.030465286,-0.646171452,-1.316714489,-0.865001424,-1.144335483,-1.005097146,-1.442286919,0.733308625,2.863674624,-0.117604692,0.615556609,2.467989987,2.247354892,0.300095578,0.212378986,-0.264897249,0.554334508,1.432387835,0.501587289,0.29713746,0.79878198,0.135786028,2.415311607,-0.410786378,0.60644286,1.124832331,0.133099013
TWIST1,11,0.008371305,0.519907696,0.090387186,0.329214456,-0.156806458,-0.012077624,-0.059234787,0.620558921,0.211647782,0.858460696,-0.195529683,0.583901662,-0.03533269,0.229988107,0.050033151,-0.185022459,-0.812504111,0.735295316,-0.564348833,-0.305885696,-0.368661668,-0.8487604,0.743685741,0.824792654,0.717079738,-0.169730283,0.306961382,-1.035457524,-0.492143175,0.761080824,-0.488344455,0.090388234,-0.321173898,0.804194903,0.178314453,-0.349395742,-0.034694579,0.817238004,-0.668927015,-0.055930317,-0.114201939,1.139719306,0.027362679,-0.16950357,1.067383658,0.17894892,0.270131054,-0.215846555,0.768550954,-0.22094919,0.033188869,-0.462009132,-0.169681681,-0.407929065,0.564784865,-1.142521614,-0.198632834,-0.659992099,-0.567416398,-0.113890773,-1.435733367,-0.451248321,0.154510231,-1.119465122,-0.888426839,-0.136086238,0.996287571,-0.196779205,-0.118317864,1.213550946,0.046036304,-0.192836507,0.447218214,0.870867261,1.056671353,-0.014750673,0.644702929,-0.185940255,0.467592286,-0.655433566,-0.256613197,-0.30179298,-0.228111523,-0.56106227,-0.78265011,0.237554455,0.725269698,-0.213981596,0.147456438,0.993466249,0.241802539,0.152363233,-0.021664455,0.102903226,-0.621078022,0.04416098,-1.16650298,-0.44000957,-0.077842793,-0.696923632,-0.23714371,0.015218332,2.495538148,1.6757988,0.675423855,0.793247801,0.916905397,0.996523186,2.379128463,1.224553229,0.974511342,-0.91064399,-1.57401635,1.070605366,-1.172582719,-0.493845594,-1.410059415,-0.310311057,1.373868391,-0.530829068,0.422905331,-0.704993165,0.29436876,0.34542196,0.841961064,0.329538375,0.41882862,-0.088549454,-1.153125432,-0.767268901,-0.554181815,-0.61556945,-0.227955836,-0.988372896,-0.313286767,-0.853694357,-1.604789592,1.252582795,-1.573491437,-1.414574995,-1.331563164,1.200383704,-1.454272352,-1.115179869,-0.937535492,-0.532043313,-0.11824447,-0.907589227,-1.643603874,-0.829919785,-1.572886472,-1.126275456,-0.871475121,-1.120849688,-0.770497066,-0.64600005,-0.414042389,-0.335496926,-0.257695521,-0.750668235,-0.540915281,-0.050009239,-0.431896876,-0.359690457,-0.098973157,-0.085463782,-0.567367259,-0.020586322,-0.729591166,0.14392852,-0.293654216,-0.255747022,-0.750792966,-0.519993241,-0.433359487,-1.276511805,-0.946404236,0.36327598,2.137384991,-0.320929479,-0.133763499,1.875678298,1.48489514,-0.237362095,0.397700355,-0.668926977,-0.177597586,0.765857001,0.108655594,-0.421536503,0.196227312,-0.508741892,1.49446932,-0.729273766,0.138312705,0.751278987,-0.614846191
ATAD2B,11,0.132236988,0.213707919,-0.363267283,0.362042878,-0.474752254,-0.428457105,0.346950116,0.166878415,-0.28088969,0.524319051,0.151016418,1.0055624,0.35670822,0.008372487,0.291670171,0.242809663,-0.293123881,0.883969987,-0.840920575,-0.613858455,-0.405306467,-0.450416744,0.608257882,1.290782173,0.232752078,0.162978878,0.71998287,-0.884644332,-0.358030134,1.244217232,-0.432228996,0.497082018,-1.072393482,0.63679291,0.62743777,-0.358494527,-0.064381476,0.739147717,-0.653413351,0.217760847,0.351673358,0.771265216,0.301181392,-0.384697621,1.370646695,0.453338106,0.474566408,0.28453381,0.017506894,-0.372698161,-0.026750017,-0.521722571,0.31275106,-0.836206309,0.758799233,-0.745513164,0.128864038,-0.256984746,-0.03478012,-0.238278396,-0.809492824,-0.431569291,-0.506747318,-1.378732711,-0.750858188,-0.07992417,0.519422077,-0.191081736,0.058649352,1.140468946,-0.850096353,-0.055106499,0.307169008,0.258537107,0.957179326,-0.614392186,0.243079229,-0.951339175,0.271793819,-0.158995741,0.309842986,-0.803677699,-0.49652058,-0.837185646,-0.343386359,0.865295316,0.876584829,-0.472560508,0.248275568,0.884570935,0.136646922,0.281480882,0.38437396,-0.646971029,-0.603724292,0.015400074,-0.938250795,0.450379728,0.231084571,-0.877804066,0.13133661,0.120982897,3.072808792,1.652826444,0.094202824,0.255670356,1.277304487,1.281338331,2.830127145,0.947125855,0.974206426,-1.305914082,-1.042122053,0.6720152,-0.76717377,-0.16565122,-1.774758889,-0.266025206,1.193163658,-0.444796245,-0.726143666,-0.665526876,-0.611219545,0.339273567,1.33016698,-0.232576233,0.457284927,-0.106322997,-0.767783463,-1.051516506,0.151125893,0.069554454,-0.313494645,-0.417027664,-0.674749999,-0.59324852,-1.767725833,1.92042172,-1.095753929,-1.297442011,-1.934660236,1.336239327,-1.465191879,-1.303404048,-0.818404129,-0.80371375,-0.181830149,-0.499413894,-1.690147258,-0.711462342,-1.43365359,-1.56189982,-0.568712362,-1.168989739,-1.031913383,-0.429064831,-0.616026012,-1.168398084,-0.735074731,-0.506101355,-1.243468868,-0.570752687,-0.156525383,-0.397693219,-0.803756231,0.159739018,-0.668689999,0.137892251,-1.022713381,0.88104328,-0.665270125,-0.080639018,-1.225942522,-0.43253119,-1.144743468,-0.619918906,-1.062142281,0.60759297,3.254949157,0.074467467,0.406678584,2.865076267,2.235274325,0.162738239,0.007813667,-0.291850735,0.37760536,1.518935839,0.611204737,0.363337777,0.726146894,0.24139569,2.417362393,-0.752433431,0.603873321,1.075058593,0.104140257
DDX52,11,-0.061929599,0.228377588,-0.305340258,0.367758644,-0.203694857,-0.181866116,0.461640108,0.158427401,-0.026800953,0.237653779,-0.265011673,0.653844118,0.200075558,0.029480509,0.139776623,0.349975719,-0.254970652,0.36921885,-0.616143987,-0.497913064,-0.218256113,-0.640223172,0.496964369,0.851333182,-0.065995193,-0.166587006,0.255991488,-0.608795297,0.188544567,0.208034756,-0.405626023,0.181493041,-0.63355458,0.62332471,0.466097404,-0.07491277,0.202578112,0.640589261,-0.391823078,-0.088853746,0.233467697,0.478759548,-0.057365414,-0.414719395,0.90690071,0.214448746,0.378711266,0.110854113,-0.051625552,-0.373119432,0.11577213,-0.495649111,0.124171999,-0.403515171,0.449731517,-0.280448407,-0.015216442,-0.329709283,-0.102756881,-0.35789278,-0.653383028,-0.296055753,-0.54122655,-0.975063264,-0.76481244,-0.053875486,0.335375479,-0.247093252,0.045977464,1.021347035,-0.291400304,0.131361547,0.348795826,0.530762322,0.409843189,-0.290317858,0.080569528,-0.709628987,0.307638759,-0.260753571,0.286332464,-0.648480472,-0.215964871,-0.493298059,-0.377199483,0.630069084,0.72620441,-0.432745854,-0.017717179,1.035748742,0.098350128,-0.00523065,0.128345783,-0.452131792,-0.437502206,0.233208971,-0.671979957,0.435143558,0.138823544,-0.54750851,0.145927323,0.095391119,1.688416136,1.082849282,0.063120331,0.322991889,0.898970764,0.95224866,1.832585742,0.61498799,0.844628459,-0.921833476,-1.028613996,0.364118661,-0.700878047,-0.13386687,-1.205820003,-0.376846344,0.987245027,-0.394805013,-0.457687215,-0.497516497,-0.130446708,0.27601856,0.87984446,-0.056526104,0.525212557,-0.11854956,-0.422495849,-0.570927236,0.02780452,-0.29630632,-0.162793127,-0.294873566,-0.75491272,-0.116406645,-1.207786569,1.087558502,-0.649222882,-0.931022515,-1.505241389,0.728819246,-1.322435692,-1.115192102,-0.743995986,-0.813753134,-0.415251392,-0.658146971,-1.376561886,-0.671470677,-1.258260405,-1.36608378,-0.52866726,-0.925486198,-0.720013996,-0.292827097,-0.542695824,-1.024619083,-0.66743462,-0.522392129,-0.795159609,-0.54221878,-0.074636002,-0.335086122,-0.775239467,-0.371258117,-0.619655581,0.139623253,-0.691592658,0.615443672,-0.712964174,-0.35904199,-0.935273071,-0.468421992,-0.741323022,-0.387995973,-0.996454397,0.524447717,2.190778782,-0.320958147,0.655702431,1.778567039,1.596668706,0.495618615,0.245523233,0.012918109,0.503101192,1.123212871,0.455162023,0.396366275,0.607377644,0.158968763,2.035822357,-0.326244868,0.653857126,0.816428279,0.062448343
RFC4,11,0.02779233,0.421790032,-0.395469445,0.14165027,-0.530886762,-0.485241247,-0.1508258,-0.225563009,-0.192201398,0.097129026,-0.332125775,1.440750848,0.218526768,-0.0107846,0.070665068,-0.119068532,-0.774234024,0.417750379,-0.212507758,-0.362169643,-0.056880871,-0.89564514,0.562350886,0.972745619,0.493766052,-0.18354239,0.603709863,-0.736986744,-0.253494226,1.330792421,0.132700585,-0.09034703,-0.613566198,0.62277812,0.353332354,-0.482742818,-0.012735136,0.492908298,-0.3143469,-0.138392926,0.230447145,0.847212139,0.196358518,-0.298539188,0.767744575,0.294632773,0.933197389,-0.253401474,0.256212641,0.318097696,0.120547128,-0.381838092,-0.047835585,-0.378605617,0.250096767,-1.15338215,-0.158045051,-0.841107544,-0.626739971,-0.163392898,-1.314965161,-0.266208689,-0.973949607,-1.746802783,-1.361417533,-0.261356094,0.240264651,-0.439640303,0.438276845,0.616537686,0.394741755,0.040141888,0.59363035,0.671355737,0.949511389,0.763812289,0.326109203,-0.234516344,0.971753977,-0.090907938,0.287124736,-0.789628303,-0.216132849,-0.296954207,-0.6923942,0.254514628,0.186184297,-0.281438724,0.546252837,0.748588322,-0.219374938,-0.252543824,0.563818911,-0.611504904,-0.627108622,0.26217188,-1.09379947,-0.245042603,-0.250111087,0.237577453,-0.226326188,0.510422744,1.525090017,1.191406004,0.576256034,0.060085221,0.685205023,0.515284183,2.002692222,1.135964735,0.562459203,-1.32880716,-1.536372425,0.923042135,-0.868954434,-0.498165198,-1.164362775,-0.585419531,0.994288583,-0.260908819,-0.557533034,0.199957587,0.13115111,0.416892705,1.261294726,0.445446903,0.53453885,-0.243230286,-1.030720731,-1.154249166,-0.432587335,-0.786917976,-0.625722459,-0.285132879,-0.692929509,-0.612460485,-1.457710546,0.986429975,-1.015886605,-1.201175745,-1.611371997,0.614645079,-1.383672537,-1.377040128,-0.703211538,-0.475168982,-0.34515666,-0.831943465,-1.541893196,-0.856921079,-1.502528808,-1.242396895,-0.840578067,-0.978175431,-0.771865026,-0.720303851,0.236743018,0.073959368,0.490234356,0.566899236,-0.107297112,-0.346908193,0.683854386,0.624379627,0.129831812,0.489031898,0.120691122,0.71011096,-0.18467336,1.387616923,0.139249282,0.664800148,-0.208522848,0.353194094,0.181099175,0.332339892,0.495676273,0.159508403,1.880774394,-0.527389535,-0.132771683,1.375701988,1.538080291,-0.073288116,-0.078381943,-0.132760845,0.045261072,0.46112258,0.380860771,-0.447321363,0.104318967,-0.674429911,1.227976575,-1.044312109,0.20655919,0.953534816,-0.544437819
H2BC7,11,-0.153981768,0.337611732,0.378599591,0.277854709,0.080721059,-0.34790043,0.127186119,-0.544393594,0.356844172,0.610436547,0.476610666,0.030989823,-0.341267495,-0.240753021,0.232773475,0.391024074,0.031471314,0.716530244,-0.538525941,-0.017624667,0.479555727,0.397378108,0.203229418,0.766344344,0.79165684,0.594640239,-0.012453801,0.475743932,0.073603112,1.198237739,-0.4170203,0.541653845,-0.107137612,0.028050664,-0.179319773,0.483104608,-0.129249863,0.432246133,-0.583432861,0.873202018,0.175239125,-0.082561017,0.605746914,-0.139752445,0.369739753,0.665155655,-0.124872211,-0.002807568,-0.166397346,0.483462458,0.084564368,0.48183153,0.120304642,-0.461271251,-0.102208236,-0.671393109,0.252143478,-0.420978214,0.23831248,0.399135673,-0.782434922,-0.106626435,-0.747603997,-1.241554906,-0.936633484,-0.148771244,-0.206173446,0.399791667,-0.185366419,0.511005034,-0.081530923,0.471805403,0.461140139,0.532896505,0.061357634,-0.658743858,-0.477802298,-0.47233324,-0.202233598,0.153197191,-0.012942274,-0.028854254,-0.755593789,-0.835487594,-0.567512875,-0.233566552,-0.120506122,-0.170959494,-0.405575232,0.364795843,0.237265294,0.379980176,-0.3912285,-0.156838452,-0.262437786,-0.067462643,-0.554636604,-0.324685251,-0.381316373,-0.587632886,0.023695754,-0.372092845,1.142570421,0.329652017,0.45364195,0.147280511,0.361036911,-0.001338235,1.779115204,0.810011399,0.559986023,-1.065454029,-1.009213116,-0.103708966,-0.603561675,-0.065369238,-1.07794416,0.647388789,1.255495011,0.456902204,-0.543484938,0.065031497,-0.397399281,0.881512962,0.500952171,-0.38736267,0.114712449,-0.612808661,-0.860092237,-0.594010469,-0.593704795,-0.305266267,-0.100071348,-0.336599249,-0.843411325,-0.826690278,-0.834385494,0.479901945,-0.878346175,-1.16096714,-1.444058595,0.151728426,-1.38143139,-1.028228785,-0.831324254,-0.872391127,-0.609684437,-0.944715263,-1.001718969,-0.837443094,-1.246439275,-1.123025323,-0.619480959,-0.900977559,-0.866798579,-0.627681762,-0.231641859,-0.88601437,-0.387246791,0.008441728,-0.420126942,-0.385079436,-0.197262844,-0.237773432,-0.651009508,-0.191227357,-0.422821624,-0.114959862,-0.326733548,0.028540225,-0.560636181,-0.390551558,-0.955490782,-0.754178656,-0.908859643,0.07300175,-0.155175961,0.255812739,0.899092082,0.230991642,0.100102867,0.813953304,0.487248926,-0.25004033,-0.036181267,-0.582009958,-0.269057679,0.369762706,-0.358644394,-0.285617804,0.419013539,0.173234781,0.984376053,-0.365267792,-0.133582625,0.237333056,0.06983588
H2AC6,11,0.093374459,0.029217205,0.183448428,-0.146464687,-0.120439847,-0.774366942,0.362173506,-0.383716345,0.096510621,0.521625734,0.549950346,0.035300666,-0.149014925,-0.272881517,-0.161320861,0.243912132,0.450639114,0.686389443,-0.586321176,-0.113461847,0.585219656,0.459654704,0.12305283,0.606796498,0.715967837,0.499371951,0.074614107,0.483385363,-0.305299574,0.903971766,-0.366428434,0.459423306,-0.245534726,0.214602796,-0.145238869,0.482473844,0.131752453,0.485694846,-0.676805707,0.701462769,0.158532592,0.071353531,0.715876409,-0.440116159,0.465862161,0.343292423,-0.401133238,-0.000326785,-0.204635911,0.16048422,0.060730565,0.394282717,0.203817025,-0.393009541,-0.000940946,-0.424144574,0.622068507,0.067113876,0.350355359,0.345020158,-0.380845196,-0.188442582,-0.519282659,-0.929870225,-0.192078807,-0.248588827,-0.361392131,0.132769797,-0.278755871,0.156153517,-0.472116519,0.349241027,-0.083611183,0.246679842,0.01236046,-0.869935394,-0.357067128,-0.638086384,-0.3932397,-0.052685177,-0.084582745,-0.017950193,-0.241420317,-0.770135991,0.008148886,-0.303030653,-0.218423387,-0.464461405,-0.292984814,0.03328246,0.036148146,-0.103616859,-0.466884891,-0.232409435,-0.137056946,-0.042536959,-0.556347437,0.067721168,-0.228278683,-0.409291421,-0.244490165,-0.211735134,1.016837517,0.067721214,0.306506191,-0.1604162,0.083952646,-0.108428812,1.329731558,0.459588384,0.241417156,-0.878895178,-0.66368044,-0.096076342,-0.286561475,0.03372938,-1.080469904,0.536382655,0.932753015,0.394222263,-0.541864033,-0.403528694,-0.439731949,0.55483781,0.321750494,-0.283134531,0.13325451,-0.495771133,-0.488316211,-0.346827004,-0.153351196,0.125943898,-0.43162197,-0.458596962,-0.824021627,-0.674409684,-0.967329081,0.35541519,-0.877956025,-1.081325061,-1.314304818,0.166766007,-1.099582306,-0.831547013,-0.799223128,-0.836031926,-0.592556576,-0.532959611,-1.19785874,-0.864607287,-1.129177631,-1.29686887,-0.519470032,-0.960143056,-0.74328402,-0.927237293,-0.107806079,-0.686375192,-0.110889646,0.133347348,-0.636475921,-0.258541382,-0.170083128,-0.528459423,-0.405465781,0.172808677,-0.692164891,-0.324882425,-0.642639109,0.263388909,-0.277603573,-0.240296855,-0.745129352,-0.654393565,-0.783863459,-0.266115997,-0.406441731,0.689251944,1.077000901,0.852126623,0.080274067,0.861010761,0.733912459,-0.203017268,0.118306816,-0.306145851,0.086540911,0.33995992,0.10836007,0.340787287,0.867828581,0.69318494,0.713812897,-0.00290827,-0.018153455,0.412793358,0.604835273
ARF6,11,0.206638462,0.901707554,0.104335181,0.539420932,-0.023552204,-0.341352952,0.187001866,0.037229643,0.116323792,0.877691545,0.33327329,0.537339377,0.395925645,-0.003676341,0.38769961,0.249638094,-0.656522368,0.921756022,-0.575266099,-0.364426379,-0.066453732,-0.29992307,0.534876266,1.027282667,0.526742852,0.178244064,0.770377194,-0.439105143,-0.150166998,0.889194563,-0.416651694,0.638414245,-0.478780779,1.012879144,0.47972723,-0.282561463,0.293103054,1.200547076,-0.363685125,0.344433057,0.190605658,1.068297916,0.646775904,-0.059263696,1.561426457,0.567099243,0.403397077,0.26215821,0.3543734,-0.186567493,-0.15457281,-0.124931161,0.097146508,-0.702862022,0.750087514,-1.116590208,-0.127768001,-0.276647661,-0.334973017,-0.093147548,-0.876133924,-0.218690299,-0.645782688,-1.4731247,-1.004085973,-0.094241908,0.717438728,-0.010714013,0.354416102,1.324982304,-0.455875844,-0.117174404,0.277546304,0.680472341,0.903555105,-0.498248884,0.567322548,-0.364830307,0.411282946,-0.461602288,0.042118034,-0.787992241,-0.346506595,-0.943743067,-0.477172774,0.576202265,0.648410139,-0.163269678,0.379070051,1.242145552,0.342852115,-0.015930878,0.302461403,-0.291576574,-0.470807456,0.017924019,-0.99351668,-0.012672263,0.00809211,-1.031365802,-0.34488228,0.335476679,3.092327207,1.72435217,0.410775641,0.709514866,1.057829151,1.456381476,2.862995269,1.185927343,1.370014167,-1.323386268,-1.281796774,0.689822276,-0.863958252,-0.045983123,-1.494025237,0.032223848,1.638198173,-0.569253757,-0.594591154,-0.594305677,-0.337927586,-0.011557001,1.134757033,0.466376768,0.880648139,-0.286264334,-0.81092021,-0.914119575,-0.184851132,0.020539254,-0.277468518,-0.640349478,-0.770240915,-0.343462539,-1.665846275,1.698324407,-1.311361182,-1.010739266,-1.818853475,1.277256813,-1.787815169,-1.212588578,-0.716121681,-0.411387341,-0.033351167,-0.541805199,-1.468105334,-0.696995659,-1.642904608,-1.568069445,-0.518535691,-1.228106011,-0.892871398,-0.235489085,-0.466182791,-0.98273446,-0.437344491,-0.670317309,-1.132705908,-0.615490361,-0.222139189,-0.301842802,-0.605643066,0.192766848,-0.927061352,0.206935549,-1.118359357,0.298256772,-0.426192925,-0.333579899,-1.313702925,-0.51771842,-1.17976675,-1.174357649,-1.071819673,0.419081573,2.742714354,-0.515959674,0.23949527,2.392233405,1.968703912,0.328470398,-0.001529517,-0.728839889,0.14114745,1.173750233,0.494218799,-0.442192531,0.280990881,-0.08281593,2.199810302,-0.80605644,0.416012769,1.009362627,-0.38022722
